Player Name,Runs,Balls Faced,4s,6s,Strike Rate,Opposition,Venue,Date
N Chopra,18*,16,2,0,112.5,v Australia,Galle,23-Aug-99
RR Singh,38,52,1,1,73.07,v Australia,Galle,23-Aug-99
A Jadeja,30,54,2,0,55.55,v Australia,Galle,23-Aug-99
AR Khurasiya,17,23,3,0,73.91,v Australia,Galle,23-Aug-99
SR Tendulkar,14,33,0,0,42.42,v Australia,Galle,23-Aug-99
SC Ganguly,10,29,0,0,34.48,v Australia,Galle,23-Aug-99
R Dravid,5,11,0,0,45.45,v Australia,Galle,23-Aug-99
MSK Prasad,4,7,0,0,57.14,v Australia,Galle,23-Aug-99
N Chopra,12*,26,0,0,46.15,v Sri Lanka,Colombo (RPS),25-Aug-99
J Srinath,12*,17,0,0,70.58,v Sri Lanka,Colombo (RPS),25-Aug-99
A Jadeja,49,85,2,1,57.64,v Sri Lanka,Colombo (RPS),25-Aug-99
SR Tendulkar,37,58,1,0,63.79,v Sri Lanka,Colombo (RPS),25-Aug-99
AR Khurasiya,29,48,1,0,60.41,v Sri Lanka,Colombo (RPS),25-Aug-99
R Dravid,22,26,1,0,84.61,v Sri Lanka,Colombo (RPS),25-Aug-99
SC Ganguly,9,22,1,0,40.9,v Sri Lanka,Colombo (RPS),25-Aug-99
RR Singh,4,10,0,0,40,v Sri Lanka,Colombo (RPS),25-Aug-99
A Kumble,3,15,0,0,20,v Sri Lanka,Colombo (RPS),25-Aug-99
MSK Prasad,0,0,0,0,-,v Sri Lanka,Colombo (RPS),25-Aug-99
RR Singh,4*,4,0,0,100,v Sri Lanka,Colombo (SSC),29-Aug-99
A Jadeja,19*,15,1,1,126.66,v Sri Lanka,Colombo (SSC),29-Aug-99
SR Tendulkar,120,141,11,2,85.1,v Sri Lanka,Colombo (SSC),29-Aug-99
SC Ganguly,85,72,7,3,118.05,v Sri Lanka,Colombo (SSC),29-Aug-99
S Ramesh,32,35,6,0,91.42,v Sri Lanka,Colombo (SSC),29-Aug-99
R Dravid,13,39,0,0,33.33,v Sri Lanka,Colombo (SSC),29-Aug-99
A Jadeja,88*,61,2,6,144.26,v Zimbabwe,Singapore,4-Sep-99
SB Joshi,16*,6,0,2,266.66,v Zimbabwe,Singapore,4-Sep-99
A Kumble,0*,0,0,0,-,v Zimbabwe,Singapore,4-Sep-99
SR Tendulkar,85,72,7,3,118.05,v Zimbabwe,Singapore,4-Sep-99
R Dravid,12,15,3,0,80,v Zimbabwe,Singapore,4-Sep-99
RR Singh,8,10,0,0,80,v Zimbabwe,Singapore,4-Sep-99
SC Ganguly,6,9,1,0,66.66,v Zimbabwe,Singapore,4-Sep-99
AR Khurasiya,5,5,0,0,100,v Zimbabwe,Singapore,4-Sep-99
N Chopra,4,4,0,0,100,v Zimbabwe,Singapore,4-Sep-99
RR Singh,8*,16,0,0,50,v West Indies,Singapore,7-Sep-99
SR Tendulkar,40,65,6,0,61.53,v West Indies,Singapore,7-Sep-99
R Dravid,29,58,4,0,50,v West Indies,Singapore,7-Sep-99
SC Ganguly,23,44,0,1,52.27,v West Indies,Singapore,7-Sep-99
S Ramesh,15,23,3,0,65.21,v West Indies,Singapore,7-Sep-99
N Chopra,9,25,0,0,36,v West Indies,Singapore,7-Sep-99
VG Kambli,1,5,0,0,20,v West Indies,Singapore,7-Sep-99
SB Joshi,13*,14,1,0,92.85,v West Indies,Singapore,8-Sep-99
R Dravid,103*,124,8,2,83.06,v West Indies,Singapore,8-Sep-99
N Chopra,61,60,3,3,101.66,v West Indies,Singapore,8-Sep-99
SC Ganguly,46,67,6,0,68.65,v West Indies,Singapore,8-Sep-99
S Ramesh,13,24,1,0,54.16,v West Indies,Singapore,8-Sep-99
RR Singh,2,3,0,0,66.66,v West Indies,Singapore,8-Sep-99
VG Kambli,1,5,0,0,20,v West Indies,Singapore,8-Sep-99
SR Tendulkar,0,6,0,0,0,v West Indies,Singapore,8-Sep-99
A Kumble,15*,13,1,0,115.38,v New Zealand,Rajkot,5-Nov-99
A Jadeja,95,97,4,3,97.93,v New Zealand,Rajkot,5-Nov-99
SC Ganguly,41,44,7,0,93.18,v New Zealand,Rajkot,5-Nov-99
R Dravid,39,43,3,0,90.69,v New Zealand,Rajkot,5-Nov-99
SR Tendulkar,32,31,2,1,103.22,v New Zealand,Rajkot,5-Nov-99
RR Singh,23,25,0,0,92,v New Zealand,Rajkot,5-Nov-99
J Srinath,19,15,1,1,126.66,v New Zealand,Rajkot,5-Nov-99
BKV Prasad,9,10,1,0,90,v New Zealand,Rajkot,5-Nov-99
MSK Prasad,2,3,0,0,66.66,v New Zealand,Rajkot,5-Nov-99
R Vijay Bharadwaj,1,2,0,0,50,v New Zealand,Rajkot,5-Nov-99
N Chopra,0,1,0,0,0,v New Zealand,Rajkot,5-Nov-99
A Jadeja,2*,4,0,0,50,v New Zealand,Hyderabad (Deccan),8-Nov-99
SR Tendulkar,186*,150,20,3,124,v New Zealand,Hyderabad (Deccan),8-Nov-99
R Dravid,153,153,15,2,100,v New Zealand,Hyderabad (Deccan),8-Nov-99
SC Ganguly,4,6,0,0,66.66,v New Zealand,Hyderabad (Deccan),8-Nov-99
RR Singh,45*,34,1,3,132.35,v New Zealand,Gwalior,11-Nov-99
SC Ganguly,153*,150,18,3,102,v New Zealand,Gwalior,11-Nov-99
N Chopra,15,32,1,0,46.87,v New Zealand,Gwalior,11-Nov-99
A Jadeja,15,24,0,0,62.5,v New Zealand,Gwalior,11-Nov-99
R Dravid,14,31,1,0,45.16,v New Zealand,Gwalior,11-Nov-99
R Vijay Bharadwaj,2,9,0,0,22.22,v New Zealand,Gwalior,11-Nov-99
SR Tendulkar,1,23,0,0,4.34,v New Zealand,Gwalior,11-Nov-99
SB Joshi,61*,56,2,3,108.92,v New Zealand,Guwahati,14-Nov-99
A Jadeja,27,45,3,0,60,v New Zealand,Guwahati,14-Nov-99
R Vijay Bharadwaj,27,58,3,0,46.55,v New Zealand,Guwahati,14-Nov-99
SC Ganguly,17,18,4,0,94.44,v New Zealand,Guwahati,14-Nov-99
MSK Prasad,16,34,1,0,47.05,v New Zealand,Guwahati,14-Nov-99
N Chopra,13,26,0,0,50,v New Zealand,Guwahati,14-Nov-99
T Kumaran,8,9,1,0,88.88,v New Zealand,Guwahati,14-Nov-99
R Dravid,5,7,0,0,71.42,v New Zealand,Guwahati,14-Nov-99
AB Agarkar,4,3,1,0,133.33,v New Zealand,Guwahati,14-Nov-99
SR Tendulkar,2,10,0,0,20,v New Zealand,Guwahati,14-Nov-99
RR Singh,2,7,0,0,28.57,v New Zealand,Guwahati,14-Nov-99
J Srinath,5*,9,1,0,55.55,v Australia,Sydney,14-Jan-00
R Dravid,22,70,2,0,31.42,v Australia,Sydney,14-Jan-00
N Chopra,14,29,1,0,48.27,v Australia,Sydney,14-Jan-00
RR Singh,11,34,1,0,32.35,v Australia,Sydney,14-Jan-00
DJ Gandhi,6,12,1,0,50,v Australia,Sydney,14-Jan-00
SC Ganguly,5,9,0,0,55.55,v Australia,Sydney,14-Jan-00
VVS Laxman,2,25,0,0,8,v Australia,Sydney,14-Jan-00
SS Dighe,2,21,0,0,9.52,v Australia,Sydney,14-Jan-00
SR Tendulkar,1,11,0,0,9.09,v Australia,Sydney,14-Jan-00
A Kumble,0,1,0,0,0,v Australia,Sydney,14-Jan-00
BKV Prasad,0,1,0,0,0,v Australia,Sydney,14-Jan-00
SS Dighe,11*,20,0,0,55,v Pakistan,Hobart,21-Jan-00
SR Tendulkar,93,103,10,0,90.29,v Pakistan,Hobart,21-Jan-00
SC Ganguly,43,55,5,0,78.18,v Pakistan,Hobart,21-Jan-00
JJ Martin,16,27,0,0,59.25,v Pakistan,Hobart,21-Jan-00
R Dravid,15,31,1,0,48.38,v Pakistan,Hobart,21-Jan-00
A Kumble,14,15,1,0,93.33,v Pakistan,Hobart,21-Jan-00
VVS Laxman,7,11,1,0,63.63,v Pakistan,Hobart,21-Jan-00
BKV Prasad,5,7,0,0,71.42,v Pakistan,Hobart,21-Jan-00
RR Singh,2,12,0,0,16.66,v Pakistan,Hobart,21-Jan-00
J Srinath,2,2,0,0,100,v Pakistan,Hobart,21-Jan-00
DS Mohanty,0,3,0,0,0,v Pakistan,Hobart,21-Jan-00
JJ Martin,10*,13,1,0,76.92,v Pakistan,Adelaide,25-Jan-00
SS Dighe,0*,2,0,0,0,v Pakistan,Adelaide,25-Jan-00
SC Ganguly,141,144,12,1,97.91,v Pakistan,Adelaide,25-Jan-00
SR Tendulkar,41,46,5,0,89.13,v Pakistan,Adelaide,25-Jan-00
R Dravid,32,58,1,0,55.17,v Pakistan,Adelaide,25-Jan-00
RR Singh,21,24,0,1,87.5,v Pakistan,Adelaide,25-Jan-00
HH Kanitkar,6,12,0,0,50,v Pakistan,Adelaide,25-Jan-00
J Srinath,4,6,0,0,66.66,v Pakistan,Adelaide,25-Jan-00
BKV Prasad,5*,9,0,0,55.55,v Australia,Adelaide,26-Jan-00
R Dravid,63,82,10,0,76.82,v Australia,Adelaide,26-Jan-00
A Kumble,26,44,0,0,59.09,v Australia,Adelaide,26-Jan-00
SS Dighe,25,44,1,0,56.81,v Australia,Adelaide,26-Jan-00
SR Tendulkar,18,28,2,0,64.28,v Australia,Adelaide,26-Jan-00
JJ Martin,17,50,1,0,34,v Australia,Adelaide,26-Jan-00
SC Ganguly,5,8,1,0,62.5,v Australia,Adelaide,26-Jan-00
RR Singh,1,6,0,0,16.66,v Australia,Adelaide,26-Jan-00
DS Mohanty,1,12,0,0,8.33,v Australia,Adelaide,26-Jan-00
HH Kanitkar,0,1,0,0,0,v Australia,Adelaide,26-Jan-00
J Srinath,0,4,0,0,0,v Australia,Adelaide,26-Jan-00
J Srinath,8*,14,0,0,57.14,v Pakistan,Perth,28-Jan-00
RR Singh,51,102,2,0,50,v Pakistan,Perth,28-Jan-00
JJ Martin,39,71,4,0,54.92,v Pakistan,Perth,28-Jan-00
SR Tendulkar,17,14,4,0,121.42,v Pakistan,Perth,28-Jan-00
BKV Prasad,14,17,0,0,82.35,v Pakistan,Perth,28-Jan-00
A Kumble,7,14,0,0,50,v Pakistan,Perth,28-Jan-00
R Dravid,3,14,0,0,21.42,v Pakistan,Perth,28-Jan-00
SS Dighe,2,13,0,0,15.38,v Pakistan,Perth,28-Jan-00
SC Ganguly,1,3,0,0,33.33,v Pakistan,Perth,28-Jan-00
VVS Laxman,1,14,0,0,7.14,v Pakistan,Perth,28-Jan-00
AB Agarkar,0,3,0,0,0,v Pakistan,Perth,28-Jan-00
SS Dighe,36*,38,2,0,94.73,v Australia,Perth,30-Jan-00
SB Joshi,2*,3,0,0,66.66,v Australia,Perth,30-Jan-00
R Dravid,65,106,6,0,61.32,v Australia,Perth,30-Jan-00
RR Singh,45,51,2,0,88.23,v Australia,Perth,30-Jan-00
HH Kanitkar,30,49,3,0,61.22,v Australia,Perth,30-Jan-00
DJ Gandhi,13,18,2,0,72.22,v Australia,Perth,30-Jan-00
VVS Laxman,3,22,0,0,13.63,v Australia,Perth,30-Jan-00
SR Tendulkar,3,21,0,0,14.28,v Australia,Perth,30-Jan-00
A Kumble,7*,5,0,0,140,v South Africa,Kochi,9-Mar-00
RR Singh,42*,43,2,0,97.67,v South Africa,Kochi,9-Mar-00
A Jadeja,92,109,8,3,84.4,v South Africa,Kochi,9-Mar-00
M Azharuddin,42,51,2,1,82.35,v South Africa,Kochi,9-Mar-00
SC Ganguly,31,28,6,0,110.71,v South Africa,Kochi,9-Mar-00
SR Tendulkar,26,25,4,0,104,v South Africa,Kochi,9-Mar-00
R Dravid,17,21,2,0,80.95,v South Africa,Kochi,9-Mar-00
SB Joshi,13,14,2,0,92.85,v South Africa,Kochi,9-Mar-00
SS Dighe,5,9,0,0,55.55,v South Africa,Kochi,9-Mar-00
A Jadeja,2*,9,0,0,22.22,v South Africa,Jamshedpur,12-Mar-00
SC Ganguly,105*,139,10,4,75.53,v South Africa,Jamshedpur,12-Mar-00
R Dravid,36,59,4,0,61.01,v South Africa,Jamshedpur,12-Mar-00
M Azharuddin,29,45,2,0,64.44,v South Africa,Jamshedpur,12-Mar-00
SR Tendulkar,21,31,3,0,67.74,v South Africa,Jamshedpur,12-Mar-00
SB Joshi,0,2,0,0,0,v South Africa,Jamshedpur,12-Mar-00
SS Dighe,17*,17,0,0,100,v South Africa,Faridabad,15-Mar-00
R Dravid,73,109,4,1,66.97,v South Africa,Faridabad,15-Mar-00
SC Ganguly,56,54,8,1,103.7,v South Africa,Faridabad,15-Mar-00
A Jadeja,31,56,0,0,55.35,v South Africa,Faridabad,15-Mar-00
SB Joshi,23,16,2,1,143.75,v South Africa,Faridabad,15-Mar-00
SR Tendulkar,12,28,1,0,42.85,v South Africa,Faridabad,15-Mar-00
RR Singh,9,9,1,0,100,v South Africa,Faridabad,15-Mar-00
AB Agarkar,8,5,1,0,160,v South Africa,Faridabad,15-Mar-00
M Azharuddin,2,9,0,0,22.22,v South Africa,Faridabad,15-Mar-00
SS Karim,2*,2,0,0,100,v South Africa,Vadodara,17-Mar-00
RR Singh,10*,7,1,0,142.85,v South Africa,Vadodara,17-Mar-00
SR Tendulkar,122,138,12,0,88.4,v South Africa,Vadodara,17-Mar-00
SC Ganguly,87,84,12,2,103.57,v South Africa,Vadodara,17-Mar-00
M Azharuddin,39,49,3,0,79.59,v South Africa,Vadodara,17-Mar-00
A Jadeja,5,10,0,0,50,v South Africa,Vadodara,17-Mar-00
SB Joshi,4,2,1,0,200,v South Africa,Vadodara,17-Mar-00
R Dravid,3,10,0,0,30,v South Africa,Vadodara,17-Mar-00
BKV Prasad,0*,2,0,0,0,v South Africa,Nagpur,19-Mar-00
SR Tendulkar,93,89,7,4,104.49,v South Africa,Nagpur,19-Mar-00
R Dravid,79,70,11,0,112.85,v South Africa,Nagpur,19-Mar-00
RR Singh,29,35,2,0,82.85,v South Africa,Nagpur,19-Mar-00
SS Karim,22,17,4,0,129.41,v South Africa,Nagpur,19-Mar-00
J Srinath,20,18,2,0,111.11,v South Africa,Nagpur,19-Mar-00
S Sriram,12,15,1,0,80,v South Africa,Nagpur,19-Mar-00
A Jadeja,10,28,0,0,35.71,v South Africa,Nagpur,19-Mar-00
SC Ganguly,6,11,1,0,54.54,v South Africa,Nagpur,19-Mar-00
A Kumble,5,4,1,0,125,v South Africa,Nagpur,19-Mar-00
N Chopra,3,8,0,0,37.5,v South Africa,Nagpur,19-Mar-00
A Jadeja,43*,79,3,0,54.43,v South Africa,Sharjah,22-Mar-00
J Srinath,30,58,3,1,51.72,v South Africa,Sharjah,22-Mar-00
SC Ganguly,27,29,4,0,93.1,v South Africa,Sharjah,22-Mar-00
SB Joshi,24,16,3,0,150,v South Africa,Sharjah,22-Mar-00
R Dravid,8,25,0,0,32,v South Africa,Sharjah,22-Mar-00
A Kumble,8,24,1,0,33.33,v South Africa,Sharjah,22-Mar-00
M Azharuddin,7,16,1,0,43.75,v South Africa,Sharjah,22-Mar-00
SR Tendulkar,5,8,0,0,62.5,v South Africa,Sharjah,22-Mar-00
RR Singh,1,3,0,0,33.33,v South Africa,Sharjah,22-Mar-00
AB Agarkar,1,11,0,0,9.09,v South Africa,Sharjah,22-Mar-00
SS Karim,0,3,0,0,0,v South Africa,Sharjah,22-Mar-00
A Jadeja,11*,20,1,0,55,v Pakistan,Sharjah,23-Mar-00
SS Karim,0*,6,0,0,0,v Pakistan,Sharjah,23-Mar-00
M Azharuddin,54,89,7,0,60.67,v Pakistan,Sharjah,23-Mar-00
R Dravid,26,70,3,0,37.14,v Pakistan,Sharjah,23-Mar-00
SC Ganguly,25,32,4,0,78.12,v Pakistan,Sharjah,23-Mar-00
SR Tendulkar,11,28,1,0,39.28,v Pakistan,Sharjah,23-Mar-00
RR Singh,7,20,1,0,35,v Pakistan,Sharjah,23-Mar-00
A Kumble,14*,29,0,0,48.27,v Pakistan,Sharjah,26-Mar-00
BKV Prasad,0*,3,0,0,0,v Pakistan,Sharjah,26-Mar-00
R Dravid,29,46,3,0,63.04,v Pakistan,Sharjah,26-Mar-00
RR Singh,22,49,1,0,44.89,v Pakistan,Sharjah,26-Mar-00
M Azharuddin,20,46,1,0,43.47,v Pakistan,Sharjah,26-Mar-00
A Jadeja,20,26,2,0,76.92,v Pakistan,Sharjah,26-Mar-00
AB Agarkar,20,37,0,0,54.05,v Pakistan,Sharjah,26-Mar-00
SS Karim,13,29,0,0,44.82,v Pakistan,Sharjah,26-Mar-00
SR Tendulkar,10,18,1,0,55.55,v Pakistan,Sharjah,26-Mar-00
SC Ganguly,7,12,1,0,58.33,v Pakistan,Sharjah,26-Mar-00
SB Joshi,3,8,0,0,37.5,v Pakistan,Sharjah,26-Mar-00
N Chopra,1*,2,0,0,50,v South Africa,Sharjah,27-Mar-00
SR Tendulkar,39,68,3,0,57.35,v South Africa,Sharjah,27-Mar-00
M Azharuddin,36,65,5,0,55.38,v South Africa,Sharjah,27-Mar-00
RR Singh,28,45,1,0,62.22,v South Africa,Sharjah,27-Mar-00
R Dravid,26,60,2,0,43.33,v South Africa,Sharjah,27-Mar-00
SS Karim,12,23,0,0,52.17,v South Africa,Sharjah,27-Mar-00
SC Ganguly,6,14,1,0,42.85,v South Africa,Sharjah,27-Mar-00
AB Agarkar,4,4,1,0,100,v South Africa,Sharjah,27-Mar-00
A Kumble,2,4,0,0,50,v South Africa,Sharjah,27-Mar-00
BKV Prasad,1,6,0,0,16.66,v South Africa,Sharjah,27-Mar-00
A Jadeja,0,2,0,0,0,v South Africa,Sharjah,27-Mar-00
M Azharuddin,35*,43,4,0,81.39,v Bangladesh,Dhaka,30-May-00
SC Ganguly,135*,124,6,7,108.87,v Bangladesh,Dhaka,30-May-00
SR Tendulkar,36,25,4,2,144,v Bangladesh,Dhaka,30-May-00
HK Badani,35,51,3,0,68.62,v Bangladesh,Dhaka,30-May-00
A Kumble,18*,25,1,1,72,v Sri Lanka,Dhaka,1-Jun-00
SR Tendulkar,93,95,10,0,97.89,v Sri Lanka,Dhaka,1-Jun-00
R Dravid,24,44,3,0,54.54,v Sri Lanka,Dhaka,1-Jun-00
SC Ganguly,13,26,2,0,50,v Sri Lanka,Dhaka,1-Jun-00
SB Joshi,11,15,1,0,73.33,v Sri Lanka,Dhaka,1-Jun-00
A Jadeja,8,14,0,1,57.14,v Sri Lanka,Dhaka,1-Jun-00
T Kumaran,7,10,1,0,70,v Sri Lanka,Dhaka,1-Jun-00
RR Singh,6,18,0,0,33.33,v Sri Lanka,Dhaka,1-Jun-00
N Chopra,5,13,0,0,38.46,v Sri Lanka,Dhaka,1-Jun-00
M Azharuddin,3,11,0,0,27.27,v Sri Lanka,Dhaka,1-Jun-00
AB Agarkar,0,2,0,0,0,v Sri Lanka,Dhaka,1-Jun-00
A Bhandari,0*,0,0,0,-,v Pakistan,Dhaka,3-Jun-00
A Jadeja,93,103,8,4,90.29,v Pakistan,Dhaka,3-Jun-00
R Dravid,26,32,3,0,81.25,v Pakistan,Dhaka,3-Jun-00
SR Tendulkar,25,30,4,0,83.33,v Pakistan,Dhaka,3-Jun-00
RR Singh,21,38,2,0,55.26,v Pakistan,Dhaka,3-Jun-00
AB Agarkar,21,25,1,0,84,v Pakistan,Dhaka,3-Jun-00
A Kumble,10,19,0,0,52.63,v Pakistan,Dhaka,3-Jun-00
SC Ganguly,8,18,1,0,44.44,v Pakistan,Dhaka,3-Jun-00
NR Mongia,4,14,0,0,28.57,v Pakistan,Dhaka,3-Jun-00
T Kumaran,4,8,0,0,50,v Pakistan,Dhaka,3-Jun-00
M Azharuddin,1,3,0,0,33.33,v Pakistan,Dhaka,3-Jun-00
R Dravid,68*,87,7,0,78.16,v Kenya,Nairobi (Gym),3-Oct-00
VG Kambli,39*,33,7,0,118.18,v Kenya,Nairobi (Gym),3-Oct-00
SC Ganguly,66,101,7,2,65.34,v Kenya,Nairobi (Gym),3-Oct-00
SR Tendulkar,25,35,4,0,71.42,v Kenya,Nairobi (Gym),3-Oct-00
BKV Prasad,6*,1,0,1,600,v Australia,Nairobi (Gym),7-Oct-00
Z Khan,13*,13,2,0,100,v Australia,Nairobi (Gym),7-Oct-00
Yuvraj Singh,84,80,12,0,105,v Australia,Nairobi (Gym),7-Oct-00
SR Tendulkar,38,37,3,3,102.7,v Australia,Nairobi (Gym),7-Oct-00
VG Kambli,29,40,4,0,72.5,v Australia,Nairobi (Gym),7-Oct-00
SC Ganguly,24,42,5,0,57.14,v Australia,Nairobi (Gym),7-Oct-00
RR Singh,19,30,0,0,63.33,v Australia,Nairobi (Gym),7-Oct-00
A Kumble,12,21,0,0,57.14,v Australia,Nairobi (Gym),7-Oct-00
R Dravid,9,18,2,0,50,v Australia,Nairobi (Gym),7-Oct-00
V Dahiya,5,11,1,0,45.45,v Australia,Nairobi (Gym),7-Oct-00
AB Agarkar,3,9,0,0,33.33,v Australia,Nairobi (Gym),7-Oct-00
SC Ganguly,141*,142,11,6,99.29,v South Africa,Nairobi (Gym),13-Oct-00
R Dravid,58,71,9,0,81.69,v South Africa,Nairobi (Gym),13-Oct-00
Yuvraj Singh,41,35,6,0,117.14,v South Africa,Nairobi (Gym),13-Oct-00
SR Tendulkar,39,50,4,0,78,v South Africa,Nairobi (Gym),13-Oct-00
V Dahiya,1,3,0,0,33.33,v South Africa,Nairobi (Gym),13-Oct-00
RR Singh,0,1,0,0,0,v South Africa,Nairobi (Gym),13-Oct-00
VG Kambli,0,1,0,0,0,v South Africa,Nairobi (Gym),13-Oct-00
AB Agarkar,15*,17,0,0,88.23,v New Zealand,Nairobi (Gym),15-Oct-00
V Dahiya,1*,2,0,0,50,v New Zealand,Nairobi (Gym),15-Oct-00
SC Ganguly,117,130,9,4,90,v New Zealand,Nairobi (Gym),15-Oct-00
SR Tendulkar,69,83,10,1,83.13,v New Zealand,Nairobi (Gym),15-Oct-00
R Dravid,22,35,1,0,62.85,v New Zealand,Nairobi (Gym),15-Oct-00
Yuvraj Singh,18,19,2,0,94.73,v New Zealand,Nairobi (Gym),15-Oct-00
RR Singh,13,11,1,0,118.18,v New Zealand,Nairobi (Gym),15-Oct-00
VG Kambli,1,5,0,0,20,v New Zealand,Nairobi (Gym),15-Oct-00
AB Agarkar,7*,7,0,0,100,v Sri Lanka,Sharjah,20-Oct-00
Z Khan,1*,1,0,0,100,v Sri Lanka,Sharjah,20-Oct-00
SR Tendulkar,101,140,3,1,72.14,v Sri Lanka,Sharjah,20-Oct-00
RR Singh,35,61,1,0,57.37,v Sri Lanka,Sharjah,20-Oct-00
SC Ganguly,17,24,2,0,70.83,v Sri Lanka,Sharjah,20-Oct-00
R Dravid,16,21,2,0,76.19,v Sri Lanka,Sharjah,20-Oct-00
VG Kambli,12,21,1,0,57.14,v Sri Lanka,Sharjah,20-Oct-00
A Kumble,11,13,1,0,84.61,v Sri Lanka,Sharjah,20-Oct-00
Yuvraj Singh,7,15,0,0,46.66,v Sri Lanka,Sharjah,20-Oct-00
V Dahiya,0,1,0,0,0,v Sri Lanka,Sharjah,20-Oct-00
Z Khan,4*,3,0,0,133.33,v Zimbabwe,Sharjah,22-Oct-00
AB Agarkar,12*,6,0,1,200,v Zimbabwe,Sharjah,22-Oct-00
R Dravid,85,121,4,0,70.24,v Zimbabwe,Sharjah,22-Oct-00
Yuvraj Singh,34,39,1,2,87.17,v Zimbabwe,Sharjah,22-Oct-00
V Dahiya,32,23,3,1,139.13,v Zimbabwe,Sharjah,22-Oct-00
RR Singh,22,28,1,0,78.57,v Zimbabwe,Sharjah,22-Oct-00
SB Joshi,19,13,0,1,146.15,v Zimbabwe,Sharjah,22-Oct-00
VG Kambli,18,26,2,0,69.23,v Zimbabwe,Sharjah,22-Oct-00
SC Ganguly,18,29,0,0,62.06,v Zimbabwe,Sharjah,22-Oct-00
SR Tendulkar,8,15,1,0,53.33,v Zimbabwe,Sharjah,22-Oct-00
SB Joshi,25*,30,2,0,83.33,v Zimbabwe,Sharjah,26-Oct-00
AB Agarkar,16*,11,1,0,145.45,v Zimbabwe,Sharjah,26-Oct-00
SC Ganguly,66,98,4,1,67.34,v Zimbabwe,Sharjah,26-Oct-00
VG Kambli,60,76,4,1,78.94,v Zimbabwe,Sharjah,26-Oct-00
V Dahiya,20,34,1,0,58.82,v Zimbabwe,Sharjah,26-Oct-00
RR Singh,7,18,1,0,38.88,v Zimbabwe,Sharjah,26-Oct-00
SR Tendulkar,4,10,0,0,40,v Zimbabwe,Sharjah,26-Oct-00
Yuvraj Singh,4,11,0,0,36.36,v Zimbabwe,Sharjah,26-Oct-00
S Sriram,0,4,0,0,0,v Zimbabwe,Sharjah,26-Oct-00
AB Agarkar,5*,11,0,0,45.45,v Sri Lanka,Sharjah,27-Oct-00
SR Tendulkar,61,54,7,0,112.96,v Sri Lanka,Sharjah,27-Oct-00
HK Badani,42,56,2,0,75,v Sri Lanka,Sharjah,27-Oct-00
V Dahiya,40,58,2,0,68.96,v Sri Lanka,Sharjah,27-Oct-00
RR Singh,31,48,6,0,64.58,v Sri Lanka,Sharjah,27-Oct-00
VG Kambli,10,29,0,0,34.48,v Sri Lanka,Sharjah,27-Oct-00
Yuvraj Singh,7,17,0,0,41.17,v Sri Lanka,Sharjah,27-Oct-00
S Sriram,6,11,1,0,54.54,v Sri Lanka,Sharjah,27-Oct-00
Z Khan,6,8,1,0,75,v Sri Lanka,Sharjah,27-Oct-00
SB Joshi,3,4,0,0,75,v Sri Lanka,Sharjah,27-Oct-00
SC Ganguly,1,3,0,0,33.33,v Sri Lanka,Sharjah,27-Oct-00
BKV Prasad,3*,10,0,0,30,v Sri Lanka,Sharjah,29-Oct-00
RR Singh,11,38,1,0,28.94,v Sri Lanka,Sharjah,29-Oct-00
HK Badani,9,17,1,0,52.94,v Sri Lanka,Sharjah,29-Oct-00
SR Tendulkar,5,11,0,0,45.45,v Sri Lanka,Sharjah,29-Oct-00
V Dahiya,4,14,0,0,28.57,v Sri Lanka,Sharjah,29-Oct-00
SB Joshi,4,11,1,0,36.36,v Sri Lanka,Sharjah,29-Oct-00
SC Ganguly,3,13,0,0,23.07,v Sri Lanka,Sharjah,29-Oct-00
Yuvraj Singh,3,8,0,0,37.5,v Sri Lanka,Sharjah,29-Oct-00
VG Kambli,3,15,0,0,20,v Sri Lanka,Sharjah,29-Oct-00
AB Agarkar,2,10,0,0,20,v Sri Lanka,Sharjah,29-Oct-00
Z Khan,1,14,0,0,7.14,v Sri Lanka,Sharjah,29-Oct-00
HK Badani,58*,69,3,1,84.05,v Zimbabwe,Cuttack,2-Dec-00
AB Agarkar,19*,16,3,0,118.75,v Zimbabwe,Cuttack,2-Dec-00
SC Ganguly,44,79,3,0,55.69,v Zimbabwe,Cuttack,2-Dec-00
SR Tendulkar,44,49,7,0,89.79,v Zimbabwe,Cuttack,2-Dec-00
V Dahiya,35,35,3,1,100,v Zimbabwe,Cuttack,2-Dec-00
Yuvraj Singh,11,6,2,0,183.33,v Zimbabwe,Cuttack,2-Dec-00
R Dravid,9,16,1,0,56.25,v Zimbabwe,Cuttack,2-Dec-00
RS Sodhi,9,18,0,0,50,v Zimbabwe,Cuttack,2-Dec-00
SB Joshi,0,1,0,0,0,v Zimbabwe,Cuttack,2-Dec-00
RS Sodhi,4*,4,0,0,100,v Zimbabwe,Ahmedabad,5-Dec-00
HK Badani,17*,11,2,0,154.54,v Zimbabwe,Ahmedabad,5-Dec-00
SC Ganguly,144,152,8,6,94.73,v Zimbabwe,Ahmedabad,5-Dec-00
R Dravid,62,88,3,0,70.45,v Zimbabwe,Ahmedabad,5-Dec-00
SB Joshi,22,12,2,1,183.33,v Zimbabwe,Ahmedabad,5-Dec-00
Yuvraj Singh,17,16,1,1,106.25,v Zimbabwe,Ahmedabad,5-Dec-00
